-0.607557,-0.623902,-0.631580,-0.642904,-0.644669,-0.644052,-0.642177,-0.631954,-0.628476,-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641
-0.623902,-0.631580,-0.642904,-0.644669,-0.644052,-0.642177,-0.631954,-0.628476,-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341
-0.631580,-0.642904,-0.644669,-0.644052,-0.642177,-0.631954,-0.628476,-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341,0.480626
-0.642904,-0.644669,-0.644052,-0.642177,-0.631954,-0.628476,-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341,0.480626,0.483119
-0.644669,-0.644052,-0.642177,-0.631954,-0.628476,-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341,0.480626,0.483119,0.484272
-0.644052,-0.642177,-0.631954,-0.628476,-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341,0.480626,0.483119,0.484272,0.485616
-0.642177,-0.631954,-0.628476,-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341,0.480626,0.483119,0.484272,0.485616,0.489836
-0.631954,-0.628476,-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341,0.480626,0.483119,0.484272,0.485616,0.489836,0.493210
-0.628476,-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341,0.480626,0.483119,0.484272,0.485616,0.489836,0.493210,0.493962
-0.620259,-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341,0.480626,0.483119,0.484272,0.485616,0.489836,0.493210,0.493962,0.497572
-0.604293,-0.594882,-0.576253,-0.558537,-0.541279,-0.519320,-0.499502,-0.482569,-0.462065,-0.447974,-0.428236,-0.411582,-0.391076,-0.372943,-0.356577,-0.337249,-0.323437,-0.308550,-0.290370,-0.272064,-0.255144,-0.244305,-0.227900,-0.214163,-0.209391,-0.203129,-0.194627,-0.186906,-0.175921,-0.164747,-0.162720,-0.154863,-0.152566,-0.146285,-0.145744,-0.142624,-0.139430,-0.134214,-0.130418,-0.123361,-0.118640,-0.117357,-0.110615,-0.102517,-0.098928,-0.097592,-0.094151,-0.087598,-0.080811,-0.081785,-0.082177,-0.077184,-0.076807,-0.075637,-0.065911,-0.063180,-0.056214,-0.056698,-0.056132,-0.050937,-0.047188,-0.038683,-0.035724,-0.030727,-0.028727,-0.021800,-0.018446,-0.015002,-0.012168,-0.012412,-0.013586,-0.010078,-0.003877,0.001961,0.009047,0.011916,0.017070,0.022899,0.027548,0.023717,0.022202,0.025612,0.024995,0.021389,0.018361,0.016436,0.013127,0.015948,0.022141,0.019860,0.023583,0.025673,0.025632,0.028516,0.025848,0.030501,0.033761,0.036096,0.036142,0.030932,0.030873,0.026738,0.026562,0.025179,0.021844,0.021450,0.022762,0.021857,0.025204,0.023779,0.021507,0.024825,0.025836,0.029858,0.033053,0.032657,0.034782,0.033859,0.033622,0.038216,0.042662,0.047241,0.045772,0.051460,0.056901,0.056414,0.064710,0.064911,0.071521,0.077432,0.079911,0.079171,0.082623,0.083677,0.086521,0.087614,0.089497,0.092873,0.095468,0.107075,0.115804,0.127683,0.136225,0.142564,0.154263,0.160312,0.169420,0.173586,0.179813,0.190426,0.197784,0.201210,0.211488,0.223167,0.234916,0.239789,0.248868,0.250657,0.256416,0.267429,0.271759,0.281551,0.290472,0.297138,0.299017,0.309541,0.318421,0.326239,0.334442,0.345371,0.350881,0.360532,0.363546,0.363287,0.364806,0.369152,0.371700,0.377143,0.382376,0.385028,0.387399,0.396508,0.404701,0.409047,0.416358,0.420458,0.426329,0.422507,0.425654,0.422633,0.422811,0.421630,0.419292,0.420226,0.420352,0.420926,0.423354,0.424963,0.420450,0.422804,0.420671,0.416490,0.413580,0.410037,0.413693,0.414168,0.412970,0.417288,0.422485,0.425406,0.427326,0.433087,0.440571,0.442025,0.440589,0.442628,0.448465,0.455119,0.461348,0.468154,0.471641,0.472341,0.480626,0.483119,0.484272,0.485616,0.489836,0.493210,0.493962,0.497572,0.498378
